 점포명 지역명 도 시 이하주소1 이하주소2 지도
☆ 롯데마트 당진점 (충청남도 당진시 원당동  http://naver.me/FAZP8cYj)
☆ 롯데마트 서산점 (충청남도 서산시 예천동  http://naver.me/GiQa5OI3)
☆ 롯데마트 성정점 (충청남도 천안시 서북구 성정동 http://naver.me/xnMmacvn)
☆ 롯데마트 아산터미널점 (충청남도 아산시 모종동  http://naver.me/5YJPLaoC)
☆ 롯데마트 홍성점 (충청남도 홍성군 홍성읍 고암리 http://naver.me/GHhm3VMv)

☆ 이마트 보령점 (충청남도 보령시 궁촌동  http://naver.me/GjSGBMn7)
☆ 이마트 서산점 (충청남도 서산시 잠홍동  http://naver.me/FVebZbYE)
☆ 이마트 아산점 (충청남도 아산시 풍기동  http://naver.me/xXff2d0R)
☆ 이마트 천안서북점 (충청남도 천안시 서북구 백석동 http://naver.me/FB1fgkoe)
☆ 이마트 천안터미널점 (충청남도 천안시 동남구 신부동 http://naver.me/FXOOg9DF)
☆ 이마트 펜타포트점 (충청남도 천안시 서북구 불당동 http://naver.me/5UhlTgah)

☆ 홈플러스 천안신방점 (충청남도 천안시 동남구 신방동 http://naver.me/5tjhbbqn)
☆ 홈플러스 보령점 (충청남도 보령시 동대동  http://naver.me/xivIX7R2)
☆ 홈플러스 천안점 (충청남도 천안시 동남구 구성동 http://naver.me/GttUuzDB)

☆ 가챠샵 공주점 (충청남도 공주시 신관동  http://naver.me/5lYfcOEd)
