☆ 이마트 세종점 (세종시 가람동 http://naver.me/G6N5E77L)

☆ 영풍문고 세종점 (세종시 어진동 http://naver.me/GDvvNfEY)

☆ 홈플러스 세종점 (세종시 어진동 http://naver.me/FIOmlZQX)
