 점포명 지역명 도 시 이하주소1 이하주소2 지도
☆ 롯데마트 김해점 (경상남도 김해시 부원동  http://naver.me/GxmkLYzK)
☆ 롯데마트 삼계점 (경상남도 창원시 마산회원구 내서읍삼계리 http://naver.me/GlxRJAnF)
☆ 롯데마트 시티세븐점 (경상남도 창원시 의창구 두대동 http://naver.me/5azpj7ff)
☆ 롯데마트 마산점 (경상남도 창원시 마산합포구 창포동 http://naver.me/FNmlMWAY)
☆ 롯데마트 양덕점 (경상남도 창원시 마산회원구 양덕동 http://naver.me/xOGeRobz)
☆ 롯데마트 장유점 (경상남도 김해시 대청동  http://naver.me/xlz0b2am)
☆ 롯데마트 진해점 (경상남도 창원시 진해구 석동 http://naver.me/Ga0viLVG)
☆ 롯데마트 진주점 (경상남도 진주시 충무공동  http://naver.me/FlhBZKR9)
☆ 롯데마트 통영점 (경상남도 통영시 무전동  http://naver.me/5xkN5G0O)

☆ 이마트 김해점 (경상남도 김해시 외동  http://naver.me/xqW3uwSb)
☆ 이마트 마산점 (경상남도 창원시 마산합포구 중앙동3가 http://naver.me/FKk5lgTc)
☆ 이마트 사천점 (경상남도 사천시 좌룡동  http://naver.me/5QMc1dVb)
☆ 이마트 창원점 (경상남도 창원시 성산구 중앙동 http://naver.me/xTryTPtB)
☆ 이마트 통영점 (경상남도 통영시 광도면 죽림리 http://naver.me/5m4SiSgl)

☆ 홈플러스 진해점 (경상남도 창원시 진해구 이동 http://naver.me/xH2DqArR)
☆ 홈플러스 삼천포점 (경상남도 사천시 벌리동  http://naver.me/GkKeOfeo)

☆ 가챠샵 통영점 (경상남도 통영시 북신동  http://naver.me/5scuQKw1)
☆ 가챠샵 진해점 (경상남도 창원시 진해구 용원동 http://naver.me/x4aUwSNY)
☆ 하나로마트 거제축산점 (경상남도 거제시 옥포동  http://naver.me/G9hcnBDe)
☆ 하나로마트 양산점 (경상남도 양산시 물금읍  http://naver.me/IGuhgOPX)
☆ SCH서울아동병원  (경남 통영시 중앙로334-1  http://naver.me/Fn2iKUil)
