 점포명 지역명 도 시 이하주소1 이하주소2 지도
☆ 롯데마트 제주점 (제주특별자치도 제주시 노형동  http://naver.me/5n6eoUdO)

☆ 이마트 제주점 (제주특별자치도 제주시 삼도이동  http://naver.me/5JJQx4LL)

☆ 토이마켓 제주점 (제주특별자치도 제주시 건입동  http://naver.me/FJ2Il8Tl)

☆ 해비치리조트 제주 (제주특별자치도 서귀포시 표선면 표선리 http://naver.me/Fmb6ZMqd)
