충북 청주시 흥덕구 2순환로 1004
충북 청주시 상당구 용암북로160번길 60
충북 충주시 봉계1길 49
충북 제천시 용두대로 111
충북 제천시 장평천로 11
충북 충주시 중원대로 3420
충북 청주시 서원구 청남로 1853
충북 청주시 청원구 오창읍 중심상업1로 8-11
충북 청주시 상당구 상당로81번길 63
충북 청주시 청원구 오창읍 중부고속도로 21
