광주 서구 시청로 40
광주 광산구 장신로 98
광주 광산구 첨단강변로99번길 22
광주 서구 죽봉대로 61
광주 남구 봉선로 198
광주 광산구 용아로 390
광주시 광산구 임방울대로 358번길 28
