전북 군산시 수송로 185
전북 익산시 무왕로 1053
전북 정읍시 벚꽃로 85
전북 군산시 구암3.1로 137
전북 남원시 남문로 385-16
전북 전주시 완산구 당산로 111
전북 전주시 덕진구 세병서로 9
전북 김제시 금성로 114
전북 전주시 완산구 용머리로 31
전북 전주시 완산구 팔달로 201-6
