index	상호명	지점명	주소
0	롯데마트	남악점	전남 무안군 삼향읍 남악로162번길 80
1	롯데마트	목포점	전남 목포시 원형서로 15
2	롯데마트	여천점	전남 여수시 무선로 187
3	롯데마트	나주점	전남 나주시 내동길 15
4	이마트	목포점	전남 목포시 옥암로 138
5	이마트	여수점	전남 여수시 좌수영로 277
6	홈플러스	순천풍덕점	전남 순천시 팔마로 222
7	홈플러스	광양점	전남 광양시 항만11로 70
9	리브로	광양점	전남 광양시 광양읍 순광로 466
