index	상호명	지점명	주소
0	롯데마트	석사점	강원 춘천시 세실로 108
1	롯데마트	춘천점	강원 춘천시 방송길 84
2	롯데마트	원주점	강원 원주시 봉화로 1
3	이마트	강릉점	강원 강릉시 경강로 2398-10
4	이마트	동해점	강원 동해시 천곡로 100
5	이마트	속초점	강원 속초시 설악금강대교로 12
6	이마트	원주점	강원 원주시 북원로 1928
7	이마트	춘천점	강원 춘천시 경춘로 2353
8	이마트	태백점	강원 태백시 굴거랑길 4
9	홈플러스	원주점	강원 원주시 치악로 1489
