index	상호명	지점명	주소
0	이마트	만촌점	대구 수성구 동원로 136
1	이마트	반야월점	대구 동구 안심로 389-2
2	이마트	월배점	대구 달서구 진천로 92
3	이마트	칠성점	대구 북구 침산로 93
4	홈플러스	상인점	대구 달서구 월배로 183
5	홈플러스	내당점	대구 서구 달구벌대로 1821
6	코믹프라자	대구	대구 중구 경상감영길 184 현대빌딩 2층
7	스타디움몰4D라이더		대구 수성구 유니버시아드로 140
