index	상호명	지점명	주소
0	롯데마트	서청주점	충북 청주시 흥덕구 2순환로 1004
1	롯데마트	상당점	충북 청주시 상당구 용암북로160번길 60
2	롯데마트	충주점	충북 충주시 봉계1길 49
3	롯데마트	제천점	충북 제천시 용두대로 111
4	이마트	제천점	충북 제천시 장평천로 11
5	이마트	충주점	충북 충주시 중원대로 3420
6	이마트	청주점	충북 청주시 서원구 청남로 1853
7	홈플러스	오창점	충북 청주시 청원구 오창읍 중심상업1로 8-11
8	토마토	청주점	충북 청주시 상당구 상당로81번길 63
9	오창휴게소	하행선	충북 청주시 청원구 오창읍 중부고속도로 21
